Year,Hour Beginning,Total Crashes,Fatal,Monday All,Monday Fatal,Tuesday All,Tuesday Fatal,Wednesday All,Wednesday Fatal,Thursday All,Thursday Fatal,Friday All,Friday Fatal,Saturday All,Saturday Fatal,Sunday All,Sunday Fatal,Weekdays All,Weekdays Fatal,Weekends All,Weekends Fatal
2000,01:00 PM,"8,113",35,"1,229",4,"1,129",5,"1,163",3,"1,145",10,"1,481",4,"1,171",4,795,5,,,,
2000,02:00 PM,"9,556",48,"1,472",7,"1,431",8,"1,446",5,"1,430",6,"1,866",8,"1,082",11,829,3,,,,
2000,03:00 PM,"11,336",51,"1,796",7,"1,803",4,"1,749",7,"1,792",9,"2,218",9,"1,119",5,859,10,,,,
2000,04:00 PM,"11,243",50,"1,788",3,"1,700",9,"1,807",2,"1,793",7,"2,156",8,"1,137",9,862,12,,,,
2000,05:00 PM,"11,706",41,"1,867",5,"1,976",3,"1,939",8,"1,954",7,"2,097",5,"1,019",10,854,3,,,,
2000,06:00 PM,"8,176",54,"1,115",5,"1,242",6,"1,222",7,"1,239",10,"1,425",5,"1,052",12,881,9,,,,
2000,07:00 PM,"5,121",46,668,3,625,3,680,5,685,6,944,5,823,13,696,11,,,,
2000,08:00 PM,"4,170",61,540,9,537,9,562,9,542,7,684,10,700,8,605,9,,,,
2000,09:00 PM,"3,870",34,442,7,488,5,504,5,541,2,734,3,668,9,493,3,,,,
2000,10:00 PM,"3,142",41,324,5,352,2,375,8,377,5,722,5,610,8,382,8,,,,
2000,11:00 PM,"2,431",37,219,3,250,6,275,5,266,5,586,9,566,6,269,3,,,,
1999,12:00 AM,"1,766",33,189,5,139,1,130,1,150,2,224,5,443,9,491,10,,,,
1999,01:00 AM,"1,978",37,195,4,130,4,151,4,195,2,241,1,500,9,566,13,,,,
1999,02:00 AM,"1,152",19,122,4,85,2,92,2,114,2,138,3,318,4,283,2,,,,
1999,03:00 AM,824,19,95,0,60,3,53,0,78,2,126,8,189,2,223,4,,,,
1999,04:00 AM,903,23,117,1,105,5,82,2,89,1,130,5,180,5,200,4,,,,
1999,05:00 AM,"1,606",28,257,2,255,3,242,3,237,5,252,4,215,3,148,8,,,,
1999,06:00 AM,"3,360",36,568,8,616,2,625,2,564,4,565,10,244,5,178,5,,,,
1999,07:00 AM,"6,865",34,"1,174",4,"1,355",3,"1,340",8,"1,243",5,"1,163",5,366,4,224,5,,,,
1999,08:00 AM,"6,148",35,"1,066",3,"1,141",5,"1,107",6,"1,021",7,"1,043",6,493,4,277,4,,,,
1999,09:00 AM,"4,843",29,711,6,764,5,783,3,724,3,820,4,631,4,410,4,,,,
1999,10:00 AM,"5,475",43,825,6,833,7,807,5,805,6,919,5,797,4,489,10,,,,
1999,11:00 AM,"6,820",37,"1,046",6,"1,041",8,"1,047",5,964,4,"1,167",4,957,4,598,6,,,,
1999,12:00 PM,"8,086",43,"1,156",5,"1,184",6,"1,153",1,"1,209",11,"1,436",5,"1,185",9,763,6,,,,
1999,01:00 PM,"7,856",38,"1,208",2,"1,128",6,"1,136",4,"1,189",5,"1,383",4,"1,086",6,726,11,,,,
1999,02:00 PM,"9,192",40,"1,406",6,"1,384",5,"1,380",6,"1,504",4,"1,678",6,"1,095",6,745,7,,,,
1999,03:00 PM,"10,837",47,"1,745",3,"1,705",7,"1,682",0,"1,812",9,"2,018",11,"1,075",10,800,7,,,,
1999,04:00 PM,"11,400",51,"1,639",7,"1,812",6,"1,923",5,"1,867",6,"2,223",12,"1,125",7,811,8,,,,
1999,05:00 PM,"11,549",40,"1,722",4,"2,012",4,"1,909",9,"1,871",2,"2,137",5,"1,033",5,865,11,,,,
1999,06:00 PM,"7,768",48,"1,024",7,"1,141",2,"1,162",5,"1,155",9,"1,506",5,"1,003",9,777,11,,,,
1999,07:00 PM,"4,885",62,570,6,609,9,674,10,672,5,941,8,784,11,635,13,,,,
1999,08:00 PM,"3,963",45,443,7,469,7,533,6,569,9,759,2,625,8,565,6,,,,
1999,09:00 PM,"3,496",53,369,3,437,11,472,9,491,7,676,7,597,5,454,11,,,,
1999,10:00 PM,"2,808",27,286,1,311,4,330,1,376,3,593,4,575,8,337,6,,,,
1999,11:00 PM,"2,187",40,189,1,193,1,222,2,247,5,535,11,546,15,255,5,,,,
1998,12:00 AM,"1,642",40,174,6,134,2,144,2,203,6,156,4,394,13,437,7,,,,
1998,01:00 AM,"1,899",38,147,3,112,3,153,2,198,6,225,2,531,10,533,12,,,,
1998,02:00 AM,"1,030",20,93,3,80,1,97,4,104,1,129,1,247,4,280,6,,,,
1998,03:00 AM,794,16,81,1,67,2,67,1,92,2,94,1,212,4,181,5,,,,
1998,04:00 AM,814,9,108,1,84,0,98,1,104,1,98,0,162,2,160,4,,,,
1998,05:00 AM,"1,521",37,277,3,207,3,232,2,216,0,212,10,194,9,183,10,,,,
1998,06:00 AM,"3,260",33,624,5,555,3,569,5,567,4,520,4,241,9,184,3,,,,
1998,07:00 AM,"6,860",21,"1,314",3,"1,322",2,"1,285",4,"1,233",3,"1,126",3,338,6,242,0,,,,
1998,08:00 AM,"6,045",24,"1,035",2,"1,080",5,"1,164",6,"1,045",1,915,4,503,3,303,3,,,,
1998,09:00 AM,"4,639",35,739,2,720,1,737,3,699,6,705,8,653,7,386,8,,,,
1998,10:00 AM,"5,293",36,841,6,779,5,773,4,754,3,836,4,783,4,527,10,,,,
1998,11:00 AM,"6,452",37,986,4,929,5,922,6,935,7,"1,159",3,963,4,558,8,,,,
1998,12:00 PM,"7,939",39,"1,115",7,"1,140",5,"1,267",7,"1,182",9,"1,363",5,"1,123",2,749,4,,,,
1998,01:00 PM,"7,478",43,"1,065",1,"1,078",4,"1,121",9,"1,070",8,"1,353",7,"1,085",5,706,9,,,,
1998,02:00 PM,"8,677",47,"1,271",11,"1,330",3,"1,339",7,"1,316",6,"1,616",5,"1,054",8,751,7,,,,
1998,03:00 PM,"10,283",37,"1,612",6,"1,635",3,"1,560",8,"1,606",4,"2,040",5,"1,057",5,773,6,,,,
1998,04:00 PM,"10,573",43,"1,668",5,"1,704",6,"1,645",6,"1,664",6,"2,075",7,"1,029",5,788,8,,,,
1998,05:00 PM,"11,089",54,"1,665",5,"1,892",7,"1,869",7,"1,821",4,"2,004",9,"1,013",10,825,12,,,,
1998,06:00 PM,"7,468",55,997,8,"1,159",9,"1,167",3,"1,120",7,"1,335",9,910,10,780,9,,,,
1998,07:00 PM,"4,573",40,548,2,604,4,597,3,576,6,874,7,801,10,573,8,,,,
1998,08:00 PM,"3,677",46,427,4,439,4,475,6,473,9,707,7,627,5,529,11,,,,
1998,09:00 PM,"3,300",45,379,7,355,7,423,3,453,4,666,8,610,9,414,7,,,,
1998,10:00 PM,"2,821",35,265,5,291,3,333,4,348,3,634,7,606,12,344,1,,,,
1998,11:00 PM,"2,166",28,176,2,210,1,220,2,257,5,547,9,536,6,220,3,,,,
1997,12:00 AM,"1,648",27,177,2,118,3,167,5,178,0,183,6,412,6,413,5,,,,
1997,01:00 AM,"1,903",54,172,5,133,2,158,5,210,3,247,4,502,14,481,21,,,,
1997,02:00 AM,"1,051",33,94,4,77,2,90,4,108,1,118,4,274,7,290,11,,,,
1997,03:00 AM,787,16,81,3,74,1,75,1,86,1,79,4,196,2,196,4,,,,
1997,04:00 AM,779,15,85,2,86,1,83,1,94,2,95,2,170,4,166,3,,,,
1997,05:00 AM,"1,349",19,223,5,199,1,194,2,194,3,199,1,179,0,161,7,,,,
1997,06:00 AM,"2,887",25,527,3,527,4,488,6,491,0,453,2,237,3,164,7,,,,
1997,07:00 AM,"6,352",32,"1,138",4,"1,114",2,"1,223",3,"1,192",8,"1,102",5,350,5,233,5,,,,
1997,08:00 AM,"5,548",25,991,2,"1,031",7,960,6,936,1,898,3,461,4,271,2,,,,
1997,09:00 AM,"4,271",17,666,3,689,5,666,1,692,3,681,2,562,1,315,2,,,,
1997,10:00 AM,"4,940",21,800,4,712,4,690,1,711,2,773,2,758,5,496,3,,,,
1997,11:00 AM,"6,080",25,933,4,853,6,938,4,948,5,"1,020",3,888,3,500,0,,,,
1997,12:00 PM,"7,465",43,"1,101",5,"1,090",6,"1,120",4,"1,116",5,"1,332",9,"1,001",6,705,8,,,,
1997,01:00 PM,"7,059",43,"1,016",5,"1,018",3,"1,042",7,"1,040",8,"1,303",7,975,9,665,4,,,,
1997,02:00 PM,"8,358",32,"1,276",6,"1,291",1,"1,168",6,"1,342",4,"1,637",5,"1,007",6,637,4,,,,
1997,03:00 PM,"9,751",42,"1,546",8,"1,465",3,"1,486",7,"1,616",2,"1,840",5,"1,045",9,753,8,,,,
1997,04:00 PM,"10,088",49,"1,514",4,"1,533",8,"1,565",9,"1,698",4,"2,046",12,972,4,760,8,,,,
1997,05:00 PM,"10,497",48,"1,659",5,"1,662",5,"1,753",8,"1,741",7,"1,887",6,944,7,851,10,,,,
1997,06:00 PM,"7,128",67,985,11,"1,063",10,"1,078",9,"1,077",7,"1,283",8,911,7,731,15,,,,
1997,07:00 PM,"4,512",42,568,3,587,5,579,3,646,6,839,12,747,9,546,4,,,,
1997,08:00 PM,"3,502",42,395,3,453,3,446,5,490,7,658,10,593,7,467,7,,,,
1997,09:00 PM,"3,262",41,365,1,374,6,431,7,423,6,666,7,585,8,418,6,,,,
1997,10:00 PM,"2,794",45,264,1,275,2,315,6,351,8,672,18,560,4,357,6,,,,
1997,11:00 PM,"2,163",40,196,4,211,4,259,7,240,2,537,10,462,9,258,4,,,,
